1.1.1.141	15-hydroxyprostaglandin dehydrogenase (NAD+)	Homo sapiens	enzyme expression is induced in human eryrthroleukemia cells by dexamethasone	285931	
1.1.1.141	15-hydroxyprostaglandin dehydrogenase (NAD+)	Homo sapiens	gene 15-Pgdh	669380	
1.1.1.141	15-hydroxyprostaglandin dehydrogenase (NAD+)	Homo sapiens	patients with primary hypertrophic osteoarthropathy	689129	
1.1.1.145	3beta-hydroxy-DELTA5-steroid dehydrogenase	Homo sapiens	-	389371, 389372, 389388, 389389, 389395, 655345, 656091, 656577, 656657, 656788, 668413, 670036, 687967, 693887, 699845, 700182, 713188, 724302, 725511, 725612, 725813, 725816, 740418, 740914, 740995, 740998, 741261, 741423, 762899, 763193, 763397, 763756	
1.1.1.145	3beta-hydroxy-DELTA5-steroid dehydrogenase	Homo sapiens	3beta-HSD I	389385, 389386, 389387, 389401	
1.1.1.145	3beta-hydroxy-DELTA5-steroid dehydrogenase	Homo sapiens	3beta-HSD II	389387	
1.1.1.145	3beta-hydroxy-DELTA5-steroid dehydrogenase	Homo sapiens	3beta-HSD1	656091	
1.1.1.145	3beta-hydroxy-DELTA5-steroid dehydrogenase	Homo sapiens	3beta-HSD1; isozyme 3beta-HSD1, bifunctional enzyme	662371	
1.1.1.145	3beta-hydroxy-DELTA5-steroid dehydrogenase	Homo sapiens	3beta-HSD1; type 1 isozyme	670028	
1.1.1.145	3beta-hydroxy-DELTA5-steroid dehydrogenase	Homo sapiens	3beta-HSD2	656091	
1.1.1.145	3beta-hydroxy-DELTA5-steroid dehydrogenase	Homo sapiens	3beta-HSD2; isozyme 3beta-HSD2, bifunctional enzyme	662371	
1.1.1.145	3beta-hydroxy-DELTA5-steroid dehydrogenase	Homo sapiens	isoform 3betaHSD1	725820	
1.1.1.145	3beta-hydroxy-DELTA5-steroid dehydrogenase	Homo sapiens	isoform 3betaHSD2	725820	
1.1.1.145	3beta-hydroxy-DELTA5-steroid dehydrogenase	Homo sapiens	isoform DHRS4	684725	
1.1.1.145	3beta-hydroxy-DELTA5-steroid dehydrogenase	Homo sapiens	isoforms Hsd3B1, Hsd3B2	688686	
1.1.1.145	3beta-hydroxy-DELTA5-steroid dehydrogenase	Homo sapiens	type 1 enzyme	688685	
1.1.1.145	3beta-hydroxy-DELTA5-steroid dehydrogenase	Homo sapiens	type 2 isozyme, gene HSD3B2	668423	
1.1.1.146	11beta-hydroxysteroid dehydrogenase	Homo sapiens	-	285951, 285955, 285966, 654637, 654698, 655162, 655216, 655218, 656133, 656215, 656227, 656356, 657253, 657396, 668432, 668636, 669419, 670252, 670264, 687328, 687961, 688766, 690401, 691258, 691275, 691281, 691282, 692338, 693379, 693544, 694805, 695146, 696666, 696675, 696682, 696736, 697498, 697563, 697720, 697737, 698026, 698167, 699216, 699469, 699841, 699842, 700121, 700178, 700179, 700180, 700181, 701239, 701241, 701324, 710777, 711377, 711383, 711387, 711399, 711471, 711632, 711737, 711752, 711800, 711907, 711951, 712257, 712702, 713232, 724515, 724519, 724522, 724527, 724528, 724542, 724768, 724773, 725665, 725964, 726279, 726314, 726517, 739986, 740142, 740144, 740149, 740151, 740155, 740375, 740803, 740840, 740917, 741066, 741104, 741248, 741297, 741444, 743697, 760443, 760680, 760682, 760685, 760802, 760868, 760876, 760900, 760956, 761000, 761543, 761665, 761754, 761757, 761758, 762406, 762494	
1.1.1.146	11beta-hydroxysteroid dehydrogenase	Homo sapiens	11 beta-hydroxysteroid dehydrogenase type 1	691284	
1.1.1.146	11beta-hydroxysteroid dehydrogenase	Homo sapiens	11beta-HSD1	669730	
1.1.1.146	11beta-hydroxysteroid dehydrogenase	Homo sapiens	female and male, isozymes 11beta-HSD1 and 11beta-HSD2	668297	
1.1.1.146	11beta-hydroxysteroid dehydrogenase	Homo sapiens	isoenzyme type 1	285945, 285946	
1.1.1.146	11beta-hydroxysteroid dehydrogenase	Homo sapiens	isoenzymes type 1 and type 2	285947, 285949	
1.1.1.146	11beta-hydroxysteroid dehydrogenase	Homo sapiens	isoform 11beta-HSD1	725817	
1.1.1.146	11beta-hydroxysteroid dehydrogenase	Homo sapiens	isozyme 11beta-HSD1	656356, 667835, 668424, 670253, 670258, 670263	
1.1.1.146	11beta-hydroxysteroid dehydrogenase	Homo sapiens	isozyme 11betaHSD1	669640	
1.1.1.146	11beta-hydroxysteroid dehydrogenase	Homo sapiens	isozymes 11beta-HSD1 and 11beta-HSD2	667956, 667962	
1.1.1.146	11beta-hydroxysteroid dehydrogenase	Homo sapiens	isozymes HSD1 and HSD2	667152	
1.1.1.146	11beta-hydroxysteroid dehydrogenase	Homo sapiens	male	668296	
1.1.1.146	11beta-hydroxysteroid dehydrogenase	Homo sapiens	morbidly obese patients	694486	
1.1.1.146	11beta-hydroxysteroid dehydrogenase	Homo sapiens	obese women	670065	
1.1.1.146	11beta-hydroxysteroid dehydrogenase	Homo sapiens	patients with alcoholic liver disease	691871	
1.1.1.146	11beta-hydroxysteroid dehydrogenase	Homo sapiens	patients with glycogen storage disease type 1a or type 1b	693002	
1.1.1.146	11beta-hydroxysteroid dehydrogenase	Homo sapiens	type I and type II isoforms	691282	
1.1.1.146	11beta-hydroxysteroid dehydrogenase	Homo sapiens	type I isoform	691263, 691279, 691281, 693550	
1.1.1.147	16alpha-hydroxysteroid dehydrogenase	Homo sapiens	-	285969	
1.1.1.149	20alpha-hydroxysteroid dehydrogenase	Homo sapiens	-	285977, 285981, 285996, 285997, 654055, 655129, 655220, 656526, 699437, 699462, 700189, 711423, 711900, 711914, 723969, 724521, 725580, 738806, 739864	
1.1.1.149	20alpha-hydroxysteroid dehydrogenase	Homo sapiens	four human 3alpha-HSOR isozymes are described	763094	
1.1.1.149	20alpha-hydroxysteroid dehydrogenase	Homo sapiens	isoform AKR1C1	688800	
1.1.1.149	20alpha-hydroxysteroid dehydrogenase	Homo sapiens	women about 47 years old and with body mass index of about 27	669621	
1.1.1.150	21-hydroxysteroid dehydrogenase (NAD+)	Homo sapiens	retinol dehydrogenase isoforms RDH12 and RDH13	688677	
1.1.1.153	sepiapterin reductase (L-erythro-7,8-dihydrobiopterin forming)	Homo sapiens	-	286016, 286017, 286022, 286025, 655138, 685875, 686117, 689027, 698671, 700603, 725527, 728158, 740231, 740892, 760705, 761589, 761681	
1.1.1.153	sepiapterin reductase (L-erythro-7,8-dihydrobiopterin forming)	Homo sapiens	gene SPR	668883	
1.1.1.159	7alpha-hydroxysteroid dehydrogenase	Stenotrophomonas maltophilia	-	670898, 740787	
1.1.1.159	7alpha-hydroxysteroid dehydrogenase	Stenotrophomonas maltophilia CBS 897.97	-	670898	
1.1.1.160	dihydrobunolol dehydrogenase	Homo sapiens	-	389408	
1.1.1.169	2-dehydropantoate 2-reductase	Stenotrophomonas maltophilia	-	286102	
1.1.1.169	2-dehydropantoate 2-reductase	Stenotrophomonas maltophilia	845	286103, 286107, 286110	
1.1.1.169	2-dehydropantoate 2-reductase	Stenotrophomonas maltophilia 845	845	286103, 286107, 286110	
1.1.1.170	3beta-hydroxysteroid-4alpha-carboxylate 3-dehydrogenase (decarboxylating)	Homo sapiens	-	722377, 741051	
1.1.1.172	2-oxoadipate reductase	Homo sapiens	-	286112	
1.1.1.178	3-hydroxy-2-methylbutyryl-CoA dehydrogenase	Homo sapiens	-	286121, 286123, 670477, 673530, 697369, 725097	
1.1.1.178	3-hydroxy-2-methylbutyryl-CoA dehydrogenase	Homo sapiens	bifunctional 17beta-hydroxysteroid dehydrogenase type 10/2-methyl-3-hydroxybutyryl-CoA dehydrogenase	711851	
1.1.1.179	D-xylose 1-dehydrogenase (NADP+, D-xylono-1,5-lactone-forming)	Homo sapiens	-	286128	
1.1.1.181	cholest-5-ene-3beta,7alpha-diol 3beta-dehydrogenase	Homo sapiens	-	656364	
1.1.1.184	carbonyl reductase (NADPH)	Homo sapiens	-	347749, 347751, 347754, 347763, 347770, 347774, 347776, 347777, 654729, 667427, 668135, 668177, 670264, 697269, 697272, 697582, 697584, 697589, 700598, 724718, 726540, 740479, 740481, 740921, 760503, 760865, 760964, 762424, 762501	
1.1.1.184	carbonyl reductase (NADPH)	Homo sapiens	carbonyl reductase 1	711440	
1.1.1.184	carbonyl reductase (NADPH)	Homo sapiens	isoform CBR 1	724714	
1.1.1.184	carbonyl reductase (NADPH)	Homo sapiens	isoform CBR 3	724714	
1.1.1.184	carbonyl reductase (NADPH)	Homo sapiens	isoform CBR1	686056, 686356	
1.1.1.184	carbonyl reductase (NADPH)	Homo sapiens	isoform Cbr3, comparison with prostaglandin 9-ketoreductase Cbr1	688959	
1.1.1.184	carbonyl reductase (NADPH)	Homo sapiens	isozyme CBR3	668391	
1.1.1.188	prostaglandin-F synthase	Homo sapiens	-	389448, 389457, 654368, 654740, 655165, 657211, 667423, 667713, 669760, 685035, 697271, 699917, 704349, 713047, 724961, 725083, 725608, 740413, 740414, 740487, 740999, 741012, 741088, 741357	
1.1.1.188	prostaglandin-F synthase	Homo sapiens	2 isozymes PGFS-I and PGFS-II, soluble and membrane-associated isozymes	654851	
1.1.1.188	prostaglandin-F synthase	Homo sapiens	AKR1C3	690009	
1.1.1.188	prostaglandin-F synthase	Homo sapiens	isoform AKR1C3	725674	
1.1.1.188	prostaglandin-F synthase	Homo sapiens AKR1C3	AKR1C3	690009	
1.1.1.189	prostaglandin-E2 9-reductase	Homo sapiens	-	347776, 389469, 389470, 389472, 389473, 389476, 657211, 670733	
1.1.1.19	glucuronate reductase	Homo sapiens	-	286146, 286147, 286148, 286149, 286150, 667168, 686647	
1.1.1.196	15-hydroxyprostaglandin-D dehydrogenase (NADP+)	Homo sapiens	human	347826	
1.1.1.197	15-hydroxyprostaglandin dehydrogenase (NADP+)	Homo sapiens	human	347827, 347829, 347830, 347831, 347833, 347834, 347835, 347836, 348018	
1.1.1.2	alcohol dehydrogenase (NADP+)	Homo sapiens	human	286149, 286150, 286168, 286170, 286173, 286175, 286176, 286177, 286181, 286182, 286184, 286186, 286187, 286196, 286199, 286200, 286201, 286215, 286216, 286219, 286221	
1.1.1.205	IMP dehydrogenase	Homo sapiens	-	347905, 347912, 347916, 347918, 347931, 347960, 347961, 347962, 347965, 667966, 668295, 668351, 669800, 669807, 670881, 685555, 688258, 688266, 689095, 690045, 701583, 702243, 703193, 703271, 703272, 704732, 705494, 706090, 706815, 706817, 711518, 712578, 740794, 740808, 760707, 760836, 760879, 760962, 760984, 761406, 761611, 761700, 761825	
1.1.1.205	IMP dehydrogenase	Homo sapiens	IMPDH 1	711473	
1.1.1.205	IMP dehydrogenase	Homo sapiens	IMPDH 2	711473	
1.1.1.205	IMP dehydrogenase	Homo sapiens	IMPDH II	667937	
1.1.1.205	IMP dehydrogenase	Homo sapiens	IMPDH type II	689355	
1.1.1.205	IMP dehydrogenase	Homo sapiens	IMPDH1	712703, 740801, 740809	
1.1.1.205	IMP dehydrogenase	Homo sapiens	IMPDH2	712703, 740801, 740809	
1.1.1.205	IMP dehydrogenase	Homo sapiens	isoform IMPDH 1	711475	
1.1.1.205	IMP dehydrogenase	Homo sapiens	isoform IMPDH 2	711475	
1.1.1.205	IMP dehydrogenase	Homo sapiens	isoform IMPDH1	726311	
1.1.1.205	IMP dehydrogenase	Homo sapiens	isoform IMPDH2	726311	
1.1.1.205	IMP dehydrogenase	Homo sapiens	isoforms IMPDH1 and IMPDH2	686145	
1.1.1.205	IMP dehydrogenase	Homo sapiens	isozyme IMPDH II	667935	
1.1.1.205	IMP dehydrogenase	Homo sapiens	isozyme IMPDH2	670128	
1.1.1.205	IMP dehydrogenase	Homo sapiens	mutants of type II	347953	
1.1.1.205	IMP dehydrogenase	Homo sapiens	patients with kidney transplantation	686191	
1.1.1.205	IMP dehydrogenase	Homo sapiens	renal transplant patients	690165	
1.1.1.205	IMP dehydrogenase	Homo sapiens	stable kidney transplant recipients	690117	
1.1.1.205	IMP dehydrogenase	Homo sapiens	thiopurine-treated patients with inflammatory bowel disease	685852	
1.1.1.205	IMP dehydrogenase	Homo sapiens	type 1 enzyme, retinal-specific isoforms IMPDH1(546) and IMPDH1(595) and canonical isoform IMPDH1(514)	684706	
1.1.1.205	IMP dehydrogenase	Homo sapiens	type I and type II	347948	
1.1.1.205	IMP dehydrogenase	Homo sapiens	type I and type II isozymes	667473, 667921, 667938, 667976, 667980	
1.1.1.205	IMP dehydrogenase	Homo sapiens	type I isozyme	667508	
1.1.1.205	IMP dehydrogenase	Homo sapiens	type II	347950, 347951, 347952, 347953, 347956, 347964, 347966	
1.1.1.205	IMP dehydrogenase	Homo sapiens	type II IMPDH isozyme	669476	
1.1.1.205	IMP dehydrogenase	Homo sapiens	type II isozyme	667965	
1.1.1.205	IMP dehydrogenase	no activity in Trichomonas vaginalis	-	703193	
1.1.1.205	IMP dehydrogenase	Tritrichomonas foetus	-	760879	
1.1.1.205	IMP dehydrogenase	Tritrichomonas suis	-	347949, 347960, 347961, 667473, 667573, 667626, 667644, 668351, 701583, 703193, 705494, 711219	
1.1.1.205	IMP dehydrogenase	Tritrichomonas suis	wild type and mutants	347962	
1.1.1.209	3(or 17)alpha-hydroxysteroid dehydrogenase	Homo sapiens	-	389547	
1.1.1.21	aldose reductase	Homo sapiens	-	286186, 286221, 286239, 286240, 286241, 286242, 286244, 286253, 286254, 286261, 286262, 286264, 654066, 654101, 655235, 655527, 655589, 656089, 656379, 657314, 657323, 667205, 667420, 667553, 667807, 667913, 668165, 668222, 668511, 668515, 668540, 668699, 669030, 669455, 669874, 669919, 670384, 684142, 684768, 685925, 689107, 689796, 695881, 695930, 696552, 696708, 696723, 696742, 697273, 697343, 697496, 699471, 699617, 699743, 700118, 700319, 711356, 711381, 711903, 712373, 712801, 713006, 713240, 721295, 722196, 722285, 722714, 725819, 737604, 737763, 737830, 738005, 738031, 738160, 738282, 738593, 738833, 738840, 760255, 760436, 760681, 760688, 760698, 760860, 761025, 761030, 761274, 761549, 761612, 761613	
1.1.1.21	aldose reductase	Homo sapiens	ALR2	711904	
1.1.1.21	aldose reductase	Homo sapiens	ALR2 and AKR1B10	712014	
1.1.1.21	aldose reductase	Homo sapiens	expressed in transgenic mice	655528	
1.1.1.21	aldose reductase	Homo sapiens	female and male	668868	
1.1.1.21	aldose reductase	Homo sapiens	isoform ALR2	688352, 688354, 688417	
1.1.1.21	aldose reductase	Homo sapiens	isoform hALR2	685200	
1.1.1.21	aldose reductase	Homo sapiens	recombinant enzyme	655210, 656264	
1.1.1.21	aldose reductase	Homo sapiens	recombinant protein	685465	
1.1.1.211	long-chain-3-hydroxyacyl-CoA dehydrogenase	Homo sapiens	-	286270, 288673, 486411, 656815, 656959, 670281, 670476, 686162, 688119, 710865, 723341, 740331, 740557, 740832, 740890, 741064, 761165, 761287	
1.1.1.213	3alpha-hydroxysteroid 3-dehydrogenase (Re-specific)	Homo sapiens	-	668392, 672088, 675595, 675678, 676812, 677001, 688137, 697265, 723866, 724517, 724533, 724538, 724719, 724915, 724916, 725152, 725153, 725671, 725825, 741389	
1.1.1.213	3alpha-hydroxysteroid 3-dehydrogenase (Re-specific)	Homo sapiens	gene AKR1C2 or DDH2	676002	
1.1.1.218	morphine 6-dehydrogenase	Homo sapiens	-	667890	
1.1.1.22	UDP-glucose 6-dehydrogenase	Homo sapiens	-	286304, 667848, 668055, 670814, 685143, 687474, 695880, 697937, 698331, 711665, 724328, 724364, 724370, 725478, 726278, 739967, 740715, 760577, 760583, 760597, 760676, 760771, 760809, 761588, 761606, 761985, 762065	
1.1.1.22	UDP-glucose 6-dehydrogenase	Homo sapiens	chemically synthesized gene expressed in Escherichia coli	656240	
1.1.1.22	UDP-glucose 6-dehydrogenase	Homo sapiens	recombinant His-tagged enzyme	656220	
1.1.1.220	6-pyruvoyltetrahydropterin 2'-reductase	Homo sapiens	enzyme is identical to aldose reductase	286310	
1.1.1.225	chlordecone reductase	Homo sapiens	-	286316, 286317, 286318, 286319	
1.1.1.231	15-hydroxyprostaglandin-I dehydrogenase (NADP+)	Homo sapiens	-	347836, 348017, 348018	
1.1.1.239	3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+)	Homo sapiens	-	287209, 287210, 287211, 287212, 670259, 673341, 688137, 711670, 712571, 712882, 713574, 723866, 724517, 724533, 724538, 724719, 724915, 724916, 725152, 725153, 725671, 725674, 725825, 739864, 740293	
1.1.1.25	shikimate dehydrogenase (NADP+)	no activity in Homo sapiens	-	711616, 761595	
1.1.1.26	glyoxylate reductase	Homo sapiens	-	286416, 286417, 739241, 739242	
1.1.1.26	glyoxylate reductase	Homo sapiens	patients with primary hyperoxaluria type 2	655702	
1.1.1.267	1-deoxy-D-xylulose-5-phosphate reductoisomerase	no activity in Homo sapiens	-	724346	
1.1.1.27	L-lactate dehydrogenase	Homo sapiens	-	286442, 286469, 670115, 670443, 683562, 685617, 689715, 698228, 739793, 740253, 740254, 740255, 747163, 761016, 761253, 762460	
1.1.1.27	L-lactate dehydrogenase	Homo sapiens	isoform LdhA	760891	
1.1.1.27	L-lactate dehydrogenase	Homo sapiens	several isozymes, overview	711801	
1.1.1.270	3beta-hydroxysteroid 3-dehydrogenase	Homo sapiens	-	655348, 656200, 656795, 677144, 711300, 725813, 760652, 763396, 763397, 763404	
1.1.1.270	3beta-hydroxysteroid 3-dehydrogenase	Homo sapiens	3-ketosteroid reductase activity of the human 3(alpha-beta)-hydroxysteroid epimerase	286477	
1.1.1.270	3beta-hydroxysteroid 3-dehydrogenase	Homo sapiens	human	286477	
1.1.1.270	3beta-hydroxysteroid 3-dehydrogenase	Homo sapiens	isozymes AKR1C1 and AKR1C2	675595	
1.1.1.271	GDP-L-fucose synthase	Homo sapiens	-	389516, 673885, 762887, 763742	
1.1.1.271	GDP-L-fucose synthase	Homo sapiens	gene fx	723814	
1.1.1.278	3beta-hydroxy-5alpha-steroid dehydrogenase	Homo sapiens	-	639085	
1.1.1.284	S-(hydroxymethyl)glutathione dehydrogenase	Homo sapiens	-	287861, 287866, 287870, 287871, 287874, 287888, 287893, 654617, 654632, 655207, 667724, 686331, 689316, 696092, 697214, 701643, 703165, 704451, 704528, 762616, 763729	
1.1.1.284	S-(hydroxymethyl)glutathione dehydrogenase	Homo sapiens	class II alcohol dehydrogenase	287863, 287880	
1.1.1.29	glycerate dehydrogenase	Homo sapiens	-	737421, 739241	
1.1.1.30	3-hydroxybutyrate dehydrogenase	Homo sapiens	-	286512, 286513, 286519, 669434	
1.1.1.300	NADP-retinol dehydrogenase	Homo sapiens	-	287274, 654687, 656064, 656098, 656810, 667537, 667674, 669341, 686690, 687139, 691705, 699859, 712757, 722011, 738610, 740107, 740415, 760674, 761045, 761137, 761818, 762061, 762073, 763516	
1.1.1.300	NADP-retinol dehydrogenase	Homo sapiens	Austrian kindreds with individuals affected by autosomal recessive childhood-onset severe retinal dystrophy	656851	
1.1.1.300	NADP-retinol dehydrogenase	Homo sapiens	isoform 4, from full length cDNA, isoform of NRDR without residues 85-118; alternatively spliced variant NRDRB1 with a complete deletion of exon 3, activity of NRDRB1 much lower than activity of NRDR in forward and reverse reaction	687139	
1.1.1.300	NADP-retinol dehydrogenase	Homo sapiens	isoform 5, from full length cDNA, isoform of NRDR without residues 85-118 and 160-204; alternatively spliced variant NRDRB2 with a complete deletion of exons 3 and 6	687139	
1.1.1.300	NADP-retinol dehydrogenase	Homo sapiens	isoform 6, from full length cDNA, isoform of NRDR without residues 1-203; alternatively spliced variant NRDRA1 with a complete deletion of exons 3-6	687139	
1.1.1.300	NADP-retinol dehydrogenase	Homo sapiens	isoform RDH12	685381	
1.1.1.300	NADP-retinol dehydrogenase	Homo sapiens	isoforms RDH12 and RDH13	688677	
1.1.1.300	NADP-retinol dehydrogenase	Homo sapiens	recombinant enzyme	656098	
1.1.1.305	UDP-glucuronic acid dehydrogenase (UDP-4-keto-hexauronic acid decarboxylating)	Homo sapiens	-	724362	
1.1.1.31	3-hydroxyisobutyrate dehydrogenase	Homo sapiens	-	286550, 670284, 722472	
1.1.1.315	11-cis-retinol dehydrogenase	Homo sapiens	-	687735, 690797, 690842, 692332, 692700, 692705, 715455, 715461, 716054, 716292, 716309, 740740	
1.1.1.315	11-cis-retinol dehydrogenase	Homo sapiens	isoform Rdh10	687735	
1.1.1.321	benzil reductase [(R)-benzoin forming]	Xanthomonas oryzae	-	717488	
1.1.1.321	benzil reductase [(R)-benzoin forming]	Xanthomonas oryzae IAM 1657	-	717488	
1.1.1.34	hydroxymethylglutaryl-CoA reductase (NADPH)	Homo sapiens	-	286571, 286576, 654559, 655507, 667236, 667627, 668139, 684808, 695855, 697143, 698528, 712189, 712198, 712214, 712676, 721267, 740265, 761539, 761759	
1.1.1.345	D-2-hydroxyacid dehydrogenase (NAD+)	Homo sapiens	-	287843	
1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	Homo sapiens	-	286588, 286589, 286591, 286592, 673340, 673530, 684902, 687573, 699171, 740804, 741307	
1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	Homo sapiens	gene HADHSC	673264	
1.1.1.357	3alpha-hydroxysteroid 3-dehydrogenase	Homo sapiens	-	654626, 689076, 724206, 724207, 724208, 724209, 724711, 725333, 725345, 739797, 740017, 740737, 743179, 761761	
1.1.1.357	3alpha-hydroxysteroid 3-dehydrogenase	Homo sapiens	four human 3alpha-HSOR isozymes are described	763094	
1.1.1.36	acetoacetyl-CoA reductase	Homo sapiens	-	740743	
1.1.1.36	acetoacetyl-CoA reductase	Homo sapiens	alignment of nucleotide-binding site from human MFE-2 with Saccharomyces cerevisiae and Candida tropicalis MFE-2 shown	687492	
1.1.1.36	acetoacetyl-CoA reductase	Homo sapiens	alignment of the amino acid sequence of the hydratase 2 domain from human MFE-2 with those of other known hydratase 2 domains from eukaryotes shown	652075	
1.1.1.36	acetoacetyl-CoA reductase	Syntrophomonas wolfei	ssp. Wolfei	286621	
1.1.1.37	malate dehydrogenase	Homo sapiens	-	682796, 697179, 712850, 723540, 740165, 740166, 760668, 760678, 762064	
1.1.1.37	malate dehydrogenase	Homo sapiens	human	286635, 286650, 286665	
1.1.1.37	malate dehydrogenase	Trichomonas gallinae	-	286670	
1.1.1.37	malate dehydrogenase	Trichomonas vaginalis	strain TV 10-02, strain Tv-1961, strain Tv-1973	286670	
1.1.1.37	malate dehydrogenase	Tritrichomonas suis	-	286670	
1.1.1.38	malate dehydrogenase (oxaloacetate-decarboxylating)	Homo sapiens	-	695884, 737754	
1.1.1.39	malate dehydrogenase (decarboxylating)	Homo sapiens	-	286714, 657321, 657362, 685622, 713373	
1.1.1.39	malate dehydrogenase (decarboxylating)	Tritrichomonas suis	-	286717	
1.1.1.391	3beta-hydroxycholanate 3-dehydrogenase (NAD+)	Homo sapiens	-	736216	
1.1.1.40	malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+)	Homo sapiens	-	286714, 286734, 286735, 286738, 286740, 286741, 697879, 698912, 698969, 710813, 723540, 723595, 737754, 739163, 741406, 761332	
1.1.1.40	malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+)	Trichomonas vaginalis	-	655672	
1.1.1.40	malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+)	Trichomonas vaginalis TV 7-37	-	655672	
